magazine,year,month,day,_circulation,_price,type,publishing company,titles included,editor,magazine_id,type_id,circulation_for_db,price_for_db
Life,1943,4,5,3667943,$0.10,,,,,0,0,3667943,$0.10
Life,1943,4,12,3673264,$0.10,,,,,0,0,3673264,$0.10
Life,1943,4,19,3669951,$0.10,,,,,0,0,3669951,$0.10
Life,1943,4,26,3674164,$0.10,,,,,0,0,3674164,$0.10
Life,1943,5,3,3675589,$0.10,,,,,0,0,3675589,$0.10
Life,1943,5,10,3683019,$0.10,,,,,0,0,3683019,$0.10
Life,1943,5,17,3676542,$0.10,,,,,0,0,3676542,$0.10
Life,1943,5,24,3676428,$0.10,,,,,0,0,3676428,$0.10
Life,1943,5,31,3675104,$0.10,,,,,0,0,3675104,$0.10
Life,1943,6,7,3686906,$0.10,,,,,0,0,3686906,$0.10
Life,1943,6,14,3684916,$0.10,,,,,0,0,3684916,$0.10
Life,1943,6,21,3692100,$0.10,,,,,0,0,3692100,$0.10
Life,1943,6,28,3695638,$0.10,,,,,0,0,3695638,$0.10
Life,1943,7,5,3698509,$0.10,,,,,0,0,3698509,$0.10
Life,1943,7,12,3694066,$0.10,,,,,0,0,3694066,$0.10
Life,1943,7,19,3699322,$0.10,,,,,0,0,3699322,$0.10
Life,1943,7,26,3701431,$0.10,,,,,0,0,3701431,$0.10
Life,1943,8,2,3695325,$0.10,,,,,0,0,3695325,$0.10
Life,1943,8,9,3736465,$0.10,,,,,0,0,3736465,$0.10
Life,1943,8,16,3758745,$0.10,,,,,0,0,3758745,$0.10
Life,1943,8,23,3799957,$0.10,,,,,0,0,3799957,$0.10
Life,1943,8,30,3833466,$0.10,,,,,0,0,3833466,$0.10
Life,1943,9,6,3827582,$0.10,,,,,0,0,3827582,$0.10
Life,1943,9,13,3864035,$0.10,,,,,0,0,3864035,$0.10
Life,1943,9,20,3866595,$0.10,,,,,0,0,3866595,$0.10
Life,1943,9,27,3871802,$0.10,,,,,0,0,3871802,$0.10
Life,1943,10,4,3883516,$0.10,,,,,0,0,3883516,$0.10
Life,1943,10,11,3844418,$0.10,,,,,0,0,3844418,$0.10
Life,1943,10,18,3858526,$0.10,,,,,0,0,3858526,$0.10
Life,1943,10,25,3870658,$0.10,,,,,0,0,3870658,$0.10
Life,1943,11,1,3909675,$0.10,,,,,0,0,3909675,$0.10
Life,1943,11,8,3921265,$0.10,,,,,0,0,3921265,$0.10
Life,1943,11,15,3930117,$0.10,,,,,0,0,3930117,$0.10
Life,1943,11,22,3949619,$0.10,,,,,0,0,3949619,$0.10
Life,1943,11,29,3961696,$0.10,,,,,0,0,3961696,$0.10
Life,1943,12,6,3957280,$0.10,,,,,0,0,3957280,$0.10
Life,1943,12,13,3941598,$0.10,,,,,0,0,3941598,$0.10
Life,1943,12,20,3949801,$0.10,,,,,0,0,3949801,$0.10
Life,1943,12,27,3962023,$0.10,,,,,0,0,3962023,$0.10
Life,1944,1,3,3921867,$0.10,,,,,0,0,3921867,$0.10
Life,1944,1,10,3925505,$0.10,,,,,0,0,3925505,$0.10
Life,1944,1,17,3943511,$0.10,,,,,0,0,3943511,$0.10
Life,1944,1,24,3976605,$0.10,,,,,0,0,3976605,$0.10
Life,1944,1,31,3991501,$0.10,,,,,0,0,3991501,$0.10
Life,1944,2,7,4040760,$0.10,,,,,0,0,4040760,$0.10
Life,1944,2,14,4051727,$0.10,,,,,0,0,4051727,$0.10
Life,1944,2,21,4097075,$0.10,,,,,0,0,4097075,$0.10
Life,1944,2,28,4117719,$0.10,,,,,0,0,4117719,$0.10
Life,1944,3,6,4142580,$0.10,,,,,0,0,4142580,$0.10
Life,1944,3,13,4149128,$0.10,,,,,0,0,4149128,$0.10
Life,1944,3,20,4147022,$0.10,,,,,0,0,4147022,$0.10
Life,1944,3,27,4190836,$0.10,,,,,0,0,4190836,$0.10
Life,1944,4,3,4167000,$0.10,,,,,0,0,4167000,$0.10
Life,1944,4,10,4177367,$0.10,,,,,0,0,4177367,$0.10
Life,1944,4,17,4112318,$0.10,,,,,0,0,4112318,$0.10
Life,1944,4,24,4126571,$0.10,,,,,0,0,4126571,$0.10
Life,1944,5,1,4074358,$0.10,,,,,0,0,4074358,$0.10
Life,1944,5,8,4073221,$0.10,,,,,0,0,4073221,$0.10
Life,1944,5,15,4080736,$0.10,,,,,0,0,4080736,$0.10
Life,1944,5,22,4043850,$0.10,,,,,0,0,4043850,$0.10
Life,1944,5,29,3969318,$0.10,,,,,0,0,3969318,$0.10
Life,1944,6,5,3882078,$0.10,,,,,0,0,3882078,$0.10
Life,1944,6,12,3876681,$0.10,,,,,0,0,3876681,$0.10
Life,1944,6,19,3880726,$0.10,,,,,0,0,3880726,$0.10
Life,1944,6,26,3887722,$0.10,,,,,0,0,3887722,$0.10
Life,1944,7,3,,$0.10,,,,,0,0,-1,$0.10
Life,1944,7,10,,$0.10,,,,,0,0,-1,$0.10
Life,1944,7,17,,$0.10,,,,,0,0,-1,$0.10
Life,1944,7,24,,$0.10,,,,,0,0,-1,$0.10
Life,1944,7,31,,$0.10,,,,,0,0,-1,$0.10
Life,1944,8,7,,$0.10,,,,,0,0,-1,$0.10
Life,1944,8,14,,$0.10,,,,,0,0,-1,$0.10
Life,1944,8,21,,$0.10,,,,,0,0,-1,$0.10
Life,1944,8,28,,$0.10,,,,,0,0,-1,$0.10
Life,1944,9,4,,$0.10,,,,,0,0,-1,$0.10
Life,1944,9,11,,$0.10,,,,,0,0,-1,$0.10
Life,1944,9,18,,$0.10,,,,,0,0,-1,$0.10
Life,1944,9,25,,$0.10,,,,,0,0,-1,$0.10
Life,1944,10,2,,$0.10,,,,,0,0,-1,$0.10
Life,1944,10,9,,$0.10,,,,,0,0,-1,$0.10
Life,1944,10,16,,$0.10,,,,,0,0,-1,$0.10
Life,1944,10,23,,$0.10,,,,,0,0,-1,$0.10
Life,1944,10,30,,$0.10,,,,,0,0,-1,$0.10
Life,1944,11,6,,$0.10,,,,,0,0,-1,$0.10
Life,1944,11,13,,$0.10,,,,,0,0,-1,$0.10
Life,1944,11,20,,$0.10,,,,,0,0,-1,$0.10
Life,1944,11,27,,$0.10,,,,,0,0,-1,$0.10
Life,1944,12,4,,$0.10,,,,,0,0,-1,$0.10
Life,1944,12,11,,$0.10,,,,,0,0,-1,$0.10
Life,1944,12,18,,$0.10,,,,,0,0,-1,$0.10
Life,1944,12,25,,$0.10,,,,,0,0,-1,$0.10
Life,1945,1,1,3856321,$0.10,,,,,0,0,3856321,$0.10
Life,1945,1,8,3815682,$0.10,,,,,0,0,3815682,$0.10
Life,1945,1,15,3871261,$0.10,,,,,0,0,3871261,$0.10
Life,1945,1,22,3899564,$0.10,,,,,0,0,3899564,$0.10
Life,1945,1,29,3906009,$0.10,,,,,0,0,3906009,$0.10
Life,1945,2,5,3849361,$0.10,,,,,0,0,3849361,$0.10
Life,1945,2,12,3992277,$0.10,,,,,0,0,3992277,$0.10
Life,1945,2,19,3906311,$0.10,,,,,0,0,3906311,$0.10
Life,1945,2,26,3920471,$0.10,,,,,0,0,3920471,$0.10
Life,1945,3,5,3990686,$0.10,,,,,0,0,3990686,$0.10
Life,1945,3,12,3992996,$0.10,,,,,0,0,3992996,$0.10
Life,1945,3,19,3827940,$0.10,,,,,0,0,3827940,$0.10
Life,1945,3,26,3838598,$0.10,,,,,0,0,3838598,$0.10
Life,1945,4,2,3877023,$0.10,,,,,0,0,3877023,$0.10
Life,1945,4,9,3896956,$0.10,,,,,0,0,3877023,$0.10
Life,1945,4,16,3911861,$0.10,,,,,0,0,3911861,$0.10
Life,1945,4,23,3930162,$0.10,,,,,0,0,3930162,$0.10
Life,1945,4,30,3957930,$0.10,,,,,0,0,3957930,$0.10
Life,1945,5,7,4016241,$0.10,,,,,0,0,4016241,$0.10
Life,1945,5,14,4012487,$0.10,,,,,0,0,4012487,$0.10
Life,1945,5,21,4020664,$0.10,,,,,0,0,4020664,$0.10
Life,1945,5,28,4047056,$0.10,,,,,0,0,4047056,$0.10
Life,1945,6,4,4116273,$0.10,,,,,0,0,4116273,$0.10
Life,1945,6,11,2831572,$0.10,,,,,0,0,2831572,$0.10
Life,1945,6,18,3643134,$0.10,,,,,0,0,3643134,$0.10
Life,1945,6,25,3637420,$0.10,,,,,0,0,3637420,$0.10
Life,1945,7,2,3633425,$0.10,,,,,0,0,3633425,$0.10
Life,1945,7,9,3633425,$0.10,,,,,0,0,3633425,$0.10
Life,1945,7,16,3641744,$0.10,,,,,0,0,3641744,$0.10
Life,1945,7,23,3648369,$0.10,,,,,0,0,3648369,$0.10
Life,1945,7,30,3742144,$0.10,,,,,0,0,3742144,$0.10
Life,1945,8,6,3781577,$0.10,,,,,0,0,3781577,$0.10
Life,1945,8,13,3910315,$0.10,,,,,0,0,3910315,$0.10
Life,1945,8,20,3898197,$0.10,,,,,0,0,3898197,$0.10
Life,1945,8,27,3997556,$0.10,,,,,0,0,3997556,$0.10
Life,1945,9,3,4078359,$0.10,,,,,0,0,4078359,$0.10
Life,1945,9,10,4065824,$0.10,,,,,0,0,4065824,$0.10
Life,1945,9,17,4074844,$0.10,,,,,0,0,4074844,$0.10
Life,1945,9,24,4070426,$0.10,,,,,0,0,4070426,$0.10
Life,1945,10,1,4177408,$0.10,,,,,0,0,4177408,$0.10
Life,1945,10,8,4171297,$0.10,,,,,0,0,4171297,$0.10
Life,1945,10,15,4194765,$0.10,,,,,0,0,4194765,$0.10
Life,1945,10,22,4220322,$0.10,,,,,0,0,4220322,$0.10
Life,1945,10,29,4237913,$0.10,,,,,0,0,4237913,$0.10
Life,1945,11,5,4255680,$0.10,,,,,0,0,4255680,$0.10
Life,1945,11,12,4252960,$0.10,,,,,0,0,4252960,$0.10
Life,1945,11,19,4382117,$0.10,,,,,0,0,4382117,$0.10
Life,1945,11,26,4424564,$0.10,,,,,0,0,4424564,$0.10
Life,1945,12,3,4351007,$0.10,,,,,0,0,4351007,$0.10
Life,1945,12,10,4406904,$0.10,,,,,0,0,4406904,$0.10
Life,1945,12,17,4380522,$0.10,,,,,0,0,4380522,$0.10
Life,1945,12,24,4412523,$0.10,,,,,0,0,4412523,$0.10
Life,1945,12,31,4369978,$0.10,,,,,0,0,4369978,$0.10
Life,1946,1,7,4455441,$0.10,,,,,0,0,4455441,$0.10
Life,1946,1,14,4458956,$0.10,,,,,0,0,4458956,$0.10
Life,1946,1,21,4483556,$0.10,,,,,0,0,4483556,$0.10
Life,1946,1,28,4508278,$0.10,,,,,0,0,4508278,$0.10
Life,1946,2,4,4636755,$0.10,,,,,0,0,4636755,$0.10
Life,1946,2,11,4615277,$0.10,,,,,0,0,4615277,$0.10
Life,1946,2,18,4649038,$0.10,,,,,0,0,4649038,$0.10
Life,1946,2,25,4652462,$0.10,,,,,0,0,4652462,$0.10
Life,1946,3,4,4747992,$0.10,,,,,0,0,4747992,$0.10
Life,1946,3,11,4824345,$0.10,,,,,0,0,4824345,$0.10
Life,1946,3,18,4821522,$0.10,,,,,0,0,4821522,$0.10
Life,1946,3,25,4885255,$0.10,,,,,0,0,4885255,$0.10
Life,1946,4,1,4874687,$0.10,,,,,0,0,4874687,$0.10
Life,1946,4,8,4859133,$0.10,,,,,0,0,4859133,$0.10
Life,1946,4,15,4862681,$0.10,,,,,0,0,4862681,$0.10
Life,1946,4,22,7452656,$0.10,,,,,0,0,7452656,$0.10
Life,1946,4,29,4771610,$0.10,,,,,0,0,4771610,$0.10
Life,1946,5,6,4864152,$0.10,,,,,0,0,4864152,$0.10
Life,1946,5,13,4500636,$0.10,,,,,0,0,4500636,$0.10
Life,1946,5,20,4557648,$0.10,,,,,0,0,4557648,$0.10
Life,1946,5,27,4704138,$0.10,,,,,0,0,4704138,$0.10
Life,1946,6,3,4702516,$0.10,,,,,0,0,4702516,$0.10
Life,1946,6,10,4673118,$0.10,,,,,0,0,4673118,$0.10
Life,1946,6,17,4814927,$0.15,,,,,0,0,4814927,$0.15
Life,1946,6,24,4825423,$0.15,,,,,0,0,4825423,$0.15
Life,1946,7,1,4848565,$0.15,,,,,0,0,4848565,$0.15
Life,1946,7,8,4844890,$0.15,,,,,0,0,4844890,$0.15
Life,1946,7,15,4860183,$0.15,,,,,0,0,4860183,$0.15
Life,1946,7,22,4847721,$0.15,,,,,0,0,4847721,$0.15
Life,1946,7,29,4880038,$0.15,,,,,0,0,4880038,$0.15
Life,1946,8,5,4827743,$0.15,,,,,0,0,4827743,$0.15
Life,1946,8,12,4844445,$0.15,,,,,0,0,4844445,$0.15
Life,1946,8,19,4939614,$0.15,,,,,0,0,4939614,$0.15
Life,1946,8,26,5042611,$0.15,,,,,0,0,5042611,$0.15
Life,1946,9,2,5145329,$0.15,,,,,0,0,5145329,$0.15
Life,1946,9,9,5154770,$0.15,,,,,0,0,5154770,$0.15
Life,1946,9,16,5201735,$0.15,,,,,0,0,5201735,$0.15
Life,1946,9,23,5212705,$0.15,,,,,0,0,5212705,$0.15
Life,1946,9,30,5221238,$0.15,,,,,0,0,5221238,$0.15
Life,1946,10,7,5368014,$0.15,,,,,0,0,5368014,$0.15
Life,1946,10,14,5346479,$0.15,,,,,0,0,5346479,$0.15
Life,1946,10,21,5368381,$0.15,,,,,0,0,5368381,$0.15
Life,1946,10,28,5367817,$0.15,,,,,0,0,5367817,$0.15
Life,1946,11,4,5398508,$0.15,,,,,0,0,5398508,$0.15
Life,1946,11,11,5375437,$0.15,,,,,0,0,5375437,$0.15
Life,1946,11,18,5389831,$0.15,,,,,0,0,5389831,$0.15
Life,1946,11,25,5410569,$0.15,,,,,0,0,5410569,$0.15
Life,1946,12,2,5390643,$0.15,,,,,0,0,5390643,$0.15
Life,1946,12,9,5394125,$0.15,,,,,0,0,5394125,$0.15
Life,1946,12,16,5349582,$0.15,,,,,0,0,5349582,$0.15
Life,1946,12,23,5387981,$0.15,,,,,0,0,5387981,$0.15
Life,1946,12,30,5401539,$0.15,,,,,0,0,5401539,$0.15
Life,1947,1,6,5375009,$0.15,,,,,0,0,5375009,$0.15
Life,1947,1,13,5391397,$0.15,,,,,0,0,5391397,$0.15
Life,1947,1,20,5448503,$0.15,,,,,0,0,5448503,$0.15
Life,1947,1,27,5486669,$0.15,,,,,0,0,5486669,$0.15
Life,1947,2,3,5516490,$0.15,,,,,0,0,5516490,$0.15
Life,1947,2,10,5503209,$0.15,,,,,0,0,5503209,$0.15
Life,1947,2,17,5352696,$0.15,,,,,0,0,5352696,$0.15
Life,1947,2,24,5382413,$0.15,,,,,0,0,5382413,$0.15
Life,1947,3,3,5364789,$0.15,,,,,0,0,5364789,$0.15
Life,1947,3,10,5353349,$0.15,,,,,0,0,5353349,$0.15
Life,1947,3,17,5372576,$0.15,,,,,0,0,5372576,$0.15
Life,1947,3,24,5380999,$0.15,,,,,0,0,5380999,$0.15
Life,1947,3,31,5405885,$0.15,,,,,0,0,5405885,$0.15
Life,1947,4,7,5315525,$0.15,,,,,0,0,5315525,$0.15
Life,1947,4,14,5310209,$0.15,,,,,0,0,5310209,$0.15
Life,1947,4,21,5317419,$0.15,,,,,0,0,5317419,$0.15
Life,1947,4,28,5325975,$0.15,,,,,0,0,5325975,$0.15
Life,1947,5,5,5287689,$0.15,,,,,0,0,5287689,$0.15
Life,1947,5,12,5264860,$0.15,,,,,0,0,5264860,$0.15
Life,1947,5,19,5285021,$0.15,,,,,0,0,5285021,$0.15
Life,1947,5,26,5300319,$0.15,,,,,0,0,5300319,$0.15
Life,1947,6,2,5276008,$0.15,,,,,0,0,5276008,$0.15
Life,1947,6,9,5277753,$0.15,,,,,0,0,5277753,$0.15
Life,1947,6,16,5291649,$0.15,,,,,0,0,5291649,$0.15
Life,1947,6,23,5287392,$0.15,,,,,0,0,5287392,$0.15
Life,1947,6,30,5300774,$0.15,,,,,0,0,5300774,$0.15
Life,1947,7,7,5276047,$0.15,,,,,0,0,5276047,$0.15
Life,1947,7,14,5306733,$0.15,,,,,0,0,5306733,$0.15
Life,1947,7,21,5311620,$0.15,,,,,0,0,5311620,$0.15
Life,1947,7,28,5333696,$0.15,,,,,0,0,5333696,$0.15
Life,1947,8,4,5273529,$0.15,,,,,0,0,5273529,$0.15
Life,1947,8,11,5342032,$0.15,,,,,0,0,5342032,$0.15
Life,1947,8,18,5335671,$0.15,,,,,0,0,5335671,$0.15
Life,1947,8,25,5354624,$0.15,,,,,0,0,5354624,$0.15
Life,1947,9,1,5374862,$0.15,,,,,0,0,5374862,$0.15
Life,1947,9,8,5362131,$0.15,,,,,0,0,5362131,$0.15
Life,1947,9,15,5387655,$0.15,,,,,0,0,5387655,$0.15
Life,1947,9,22,5419683,$0.15,,,,,0,0,5419683,$0.15
Life,1947,9,29,5418345,$0.15,,,,,0,0,5418345,$0.15
Life,1947,10,6,5380008,$0.15,,,,,0,0,5380008,$0.15
Life,1947,10,13,5398738,$0.15,,,,,0,0,5398738,$0.15
Life,1947,10,20,5386340,$0.15,,,,,0,0,5386340,$0.15
Life,1947,10,27,5383174,$0.15,,,,,0,0,5383174,$0.15
Life,1947,11,3,5419841,$0.15,,,,,0,0,5419841,$0.15
Life,1947,11,10,5426798,$0.15,,,,,0,0,5426798,$0.15
Life,1947,11,17,5437097,$0.15,,,,,0,0,5437097,$0.15
Life,1947,11,24,5445310,$0.15,,,,,0,0,5445310,$0.15
Life,1947,12,1,5466539,$0.15,,,,,0,0,5466539,$0.15
Life,1947,12,8,5465078,$0.15,,,,,0,0,5465078,$0.15
Life,1947,12,15,5459353,$0.15,,,,,0,0,5459353,$0.15
Life,1947,12,22,5430312,$0.15,,,,,0,0,5430312,$0.15
Life,1947,12,29,5434537,$0.15,,,,,0,0,5434537,$0.15
Life,1948,1,5,5595667,$0.15,,,,,0,0,5595667,$0.15
Life,1948,1,12,5536303,$0.15,,,,,0,0,5536303,$0.15
Life,1948,1,19,5537900,$0.15,,,,,0,0,5537900,$0.15
Life,1948,1,26,5574917,$0.15,,,,,0,0,5574917,$0.15
Life,1948,2,2,5560466,$0.15,,,,,0,0,5560466,$0.15
Life,1948,2,9,5494780,$0.15,,,,,0,0,5494780,$0.15
Life,1948,2,16,5397606,$0.15,,,,,0,0,5397606,$0.15
Life,1948,2,23,5437527,$0.15,,,,,0,0,5437527,$0.15
Life,1948,3,1,5387801,$0.15,,,,,0,0,5387801,$0.15
Life,1948,3,8,5374071,$0.15,,,,,0,0,5374071,$0.15
Life,1948,3,15,5385425,$0.15,,,,,0,0,5385425,$0.15
Life,1948,3,22,5407226,$0.15,,,,,0,0,5407226,$0.15
Life,1948,3,29,5435735,$0.15,,,,,0,0,5435735,$0.15
Life,1948,4,5,5381120,$0.15,,,,,0,0,5381120,$0.15
Life,1948,4,12,5372814,$0.15,,,,,0,0,5372814,$0.15
Life,1948,4,19,5471694,$0.15,,,,,0,0,5471694,$0.15
Life,1948,4,26,5470726,$0.15,,,,,0,0,5470726,$0.15
Life,1948,5,3,5469499,$0.20,,,,,0,0,5469499,$0.20
Life,1948,5,10,5411725,$0.20,,,,,0,0,5411725,$0.20
Life,1948,5,17,5466554,$0.20,,,,,0,0,5466554,$0.20
Life,1948,5,24,5425972,$0.20,,,,,0,0,5425972,$0.20
Life,1948,5,31,5412644,$0.20,,,,,0,0,5412644,$0.20
Life,1948,6,7,5426842,$0.20,,,,,0,0,5426842,$0.20
Life,1948,6,14,5423355,$0.20,,,,,0,0,5423355,$0.20
Life,1948,6,21,5388530,$0.20,,,,,0,0,5388530,$0.20
Life,1948,6,28,5351411,$0.20,,,,,0,0,5351411,$0.20
Life,1948,7,5,5394269,$0.20,,,,,0,0,5394269,$0.20
Life,1948,7,12,5372212,$0.20,,,,,0,0,5372212,$0.20
Life,1948,7,19,5427797,$0.20,,,,,0,0,5427797,$0.20
Life,1948,7,26,5270985,$0.20,,,,,0,0,5270985,$0.20
Life,1948,8,2,5256489,$0.20,,,,,0,0,5256489,$0.20
Life,1948,8,9,5337807,$0.20,,,,,0,0,5337807,$0.20
Life,1948,8,16,5311745,$0.20,,,,,0,0,5311745,$0.20
Life,1948,8,23,5329960,$0.20,,,,,0,0,5329960,$0.20
Life,1948,8,30,5301129,$0.20,,,,,0,0,5301129,$0.20
Life,1948,9,6,5299279,$0.20,,,,,0,0,5299279,$0.20
Life,1948,9,13,5299553,$0.20,,,,,0,0,5299553,$0.20
Life,1948,9,20,5343449,$0.20,,,,,0,0,5343449,$0.20
Life,1948,9,27,5289538,$0.20,,,,,0,0,5289538,$0.20
Life,1948,10,4,5269809,$0.20,,,,,0,0,5269809,$0.20
Life,1948,10,11,5293009,$0.20,,,,,0,0,5293009,$0.20
Life,1948,10,18,5275837,$0.20,,,,,0,0,5275837,$0.20
Life,1948,10,25,5298902,$0.20,,,,,0,0,5298902,$0.20
Life,1948,11,1,5263925,$0.20,,,,,0,0,5263925,$0.20
Life,1948,11,8,5328134,$0.20,,,,,0,0,5328134,$0.20
Life,1948,11,15,5352336,$0.20,,,,,0,0,5352336,$0.20
Life,1948,11,22,5349658,$0.20,,,,,0,0,5349658,$0.20
Life,1948,11,29,5333029,$0.20,,,,,0,0,5333029,$0.20
Life,1948,12,6,5268113,$0.20,,,,,0,0,5268113,$0.20
Life,1948,12,13,5353001,$0.20,,,,,0,0,5353001,$0.20
Life,1948,12,20,5291634,$0.20,,,,,0,0,5291634,$0.20
Life,1948,12,27,5250947,$0.20,,,,,0,0,5250947,$0.20
Life,1949,1,3,5372986,$0.20,,,,,0,0,5372986,$0.20
Life,1949,1,10,5367206,$0.20,,,,,0,0,5367206,$0.20
Life,1949,1,17,5396865,$0.20,,,,,0,0,5396865,$0.20
Life,1949,1,24,5372752,$0.20,,,,,0,0,5372752,$0.20
Life,1949,1,31,5427508,$0.20,,,,,0,0,5427508,$0.20
Life,1949,2,7,5344113,$0.20,,,,,0,0,5344113,$0.20
Life,1949,2,14,5374422,$0.20,,,,,0,0,5374422,$0.20
Life,1949,2,21,5356516,$0.20,,,,,0,0,5356516,$0.20
Life,1949,2,28,5392166,$0.20,,,,,0,0,5392166,$0.20
Life,1949,3,7,5413353,$0.20,,,,,0,0,5413353,$0.20
Life,1949,3,14,5422449,$0.20,,,,,0,0,5422449,$0.20
Life,1949,3,21,5435901,$0.20,,,,,0,0,5435901,$0.20
Life,1949,3,28,5498965,$0.20,,,,,0,0,5498965,$0.20
Life,1949,4,4,5367391,$0.20,,,,,0,0,5367391,$0.20
Life,1949,4,11,5354592,$0.20,,,,,0,0,5354592,$0.20
Life,1949,4,18,5334365,$0.20,,,,,0,0,5334365,$0.20
Life,1949,4,25,5319224,$0.20,,,,,0,0,5319224,$0.20
Life,1949,5,2,5216322,$0.20,,,,,0,0,5216322,$0.20
Life,1949,5,9,5223522,$0.20,,,,,0,0,5223522,$0.20
Life,1949,5,16,5270404,$0.20,,,,,0,0,5270404,$0.20
Life,1949,5,23,5296245,$0.20,,,,,0,0,5296245,$0.20
Life,1949,5,30,5267117,$0.20,,,,,0,0,5267117,$0.20
Life,1949,6,6,5310248,$0.20,,,,,0,0,5310248,$0.20
Life,1949,6,13,5297779,$0.20,,,,,0,0,5297779,$0.20
Life,1949,6,20,5210144,$0.20,,,,,0,0,5210144,$0.20
Life,1949,6,27,5239728,$0.20,,,,,0,0,5239728,$0.20
Life,1949,7,4,5296872,$0.20,,,,,0,0,5296872,$0.20
Life,1949,7,11,5195986,$0.20,,,,,0,0,5195986,$0.20
Life,1949,7,18,5306106,$0.20,,,,,0,0,5306106,$0.20
Life,1949,7,25,5228650,$0.20,,,,,0,0,5228650,$0.20
Life,1949,8,1,5271353,$0.20,,,,,0,0,5271353,$0.20
Life,1949,8,8,5263599,$0.20,,,,,0,0,5263599,$0.20
Life,1949,8,15,5378158,$0.20,,,,,0,0,5378158,$0.20
Life,1949,8,22,5326578,$0.20,,,,,0,0,5326578,$0.20
Life,1949,8,29,5257738,$0.20,,,,,0,0,5257738,$0.20
Life,1949,9,5,5339658,$0.20,,,,,0,0,5339658,$0.20
Life,1949,9,12,5349542,$0.20,,,,,0,0,5349542,$0.20
Life,1949,9,19,5415325,$0.20,,,,,0,0,5415325,$0.20
Life,1949,9,26,5347951,$0.20,,,,,0,0,5347951,$0.20
Life,1949,10,3,5251861,$0.20,,,,,0,0,5251861,$0.20
Life,1949,10,10,5237746,$0.20,,,,,0,0,5237746,$0.20
Life,1949,10,17,5335938,$0.20,,,,,0,0,5335938,$0.20
Life,1949,10,24,5321608,$0.20,,,,,0,0,5321608,$0.20
Life,1949,10,31,5266802,$0.20,,,,,0,0,5268488,$0.20
Life,1949,11,7,5268488,$0.20,,,,,0,0,5268488,$0.20
Life,1949,11,14,5304695,$0.20,,,,,0,0,5304695,$0.20
Life,1949,11,21,5309694,$0.20,,,,,0,0,5309694,$0.20
Life,1949,11,28,5351220,$0.20,,,,,0,0,5351220,$0.20
Life,1949,12,5,5379090,$0.20,,,,,0,0,5379090,$0.20
Life,1949,12,12,5295502,$0.20,,,,,0,0,5295502,$0.20
Life,1949,12,19,5261084,$0.20,,,,,0,0,5261084,$0.20
Life,1949,12,26,5378993,$0.20,,,,,0,0,5378993,$0.20
Life,1950,1,2,5537074,$0.20,,,,,0,0,5537074,$0.20
Life,1950,1,9,5393722,$0.20,,,,,0,0,5393722,$0.20
Life,1950,1,16,5401206,$0.20,,,,,0,0,5401206,$0.20
Life,1950,1,23,5436084,$0.20,,,,,0,0,5436084,$0.20
Life,1950,1,30,5548447,$0.20,,,,,0,0,5548447,$0.20
Life,1950,2,6,5395821,$0.20,,,,,0,0,5395821,$0.20
Life,1950,2,13,5377580,$0.20,,,,,0,0,5377580,$0.20
Life,1950,2,20,5335006,$0.20,,,,,0,0,5335006,$0.20
Life,1950,2,27,5398070,$0.20,,,,,0,0,5398070,$0.20
Life,1950,3,6,5244680,$0.20,,,,,0,0,5244680,$0.20
Life,1950,3,13,5248732,$0.20,,,,,0,0,5248732,$0.20
Life,1950,3,20,5247265,$0.20,,,,,0,0,5247265,$0.20
Life,1950,3,27,5330817,$0.20,,,,,0,0,5330817,$0.20
Life,1950,4,3,5206665,$0.20,,,,,0,0,5206665,$0.20
Life,1950,4,10,5190242,$0.20,,,,,0,0,5190242,$0.20
Life,1950,4,17,5257704,$0.20,,,,,0,0,5257704,$0.20
Life,1950,4,24,5221292,$0.20,,,,,0,0,5221292,$0.20
Life,1950,5,1,5300186,$0.20,,,,,0,0,5300186,$0.20
Life,1950,5,8,5322233,$0.20,,,,,0,0,5322233,$0.20
Life,1950,5,15,5322796,$0.20,,,,,0,0,5322796,$0.20
Life,1950,5,22,5527118,$0.20,,,,,0,0,5527118,$0.20
Life,1950,5,29,5481304,$0.20,,,,,0,0,5481304,$0.20
Life,1950,6,5,5485503,$0.20,,,,,0,0,5485503,$0.20
Life,1950,6,12,5481181,$0.20,,,,,0,0,5481181,$0.20
Life,1950,6,19,5412693,$0.20,,,,,0,0,5412693,$0.20
Life,1950,6,26,5375312,$0.20,,,,,0,0,5375312,$0.20
Life,1950,7,3,5339615,$0.20,,,,,0,0,5339615,$0.20
Life,1950,7,10,5382231,$0.20,,,,,0,0,5382231,$0.20
Life,1950,7,17,5490731,$0.20,,,,,0,0,5490731,$0.20
Life,1950,7,24,5276766,$0.20,,,,,0,0,5276766,$0.20
Life,1950,7,31,5500928,$0.20,,,,,0,0,5500928,$0.20
Life,1950,8,7,5222573,$0.20,,,,,0,0,5222573,$0.20
Life,1950,8,14,5323030,$0.20,,,,,0,0,5323030,$0.20
Life,1950,8,21,5379205,$0.20,,,,,0,0,5379205,$0.20
Life,1950,8,28,5274565,$0.20,,,,,0,0,5274565,$0.20
Life,1950,9,4,5440786,$0.20,,,,,0,0,5440786,$0.20
Life,1950,9,11,5429731,$0.20,,,,,0,0,5429731,$0.20
Life,1950,9,18,5333079,$0.20,,,,,0,0,5333079,$0.20
